;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 0.6899183673469003; 0.7389795918367024; 0.7635306122448811; 0.6916836734693483; 0.5910102040816214; 0.4556530612244744; 0.701581632653019; 0.6009285714285327; 0.5533979591836703; 0.6680408163265125;0.64547244897956624000 
5HT2C; 0.6768469387755045; 0.6355000000000187; 0.8254489795918024; 0.6978163265305823; 0.7222448979591529; 0.7457244897959038; 0.6616530612244728; 0.6990408163265169; 0.571714285714278; 0.5694693877550949;0.68054591836733272000 
ADA2A; 0.5819285714285809; 0.6117244897959169; 0.6351020408163075; 0.7111326530611951; 0.7959795918367081; 0.8464489795918336; 0.5617551020408101; 0.5975510204081539; 0.7505918367346666; 0.5304591836734905;0.66226734693876632000 
CDK2;; 0.6008673469387574;;;;;;; 0.5408348642580161; 0.5514901000204208;0 
HDAC01; 0.4831938775509971; 0.5125510204081415; 0.5217244897959145; 0.4489387755101953; 0.367397959183654; 0.4460714285714236; 0.5173163265306188; 0.4643775510204048; 0.4267448979591646; 0.5764897959183368;0.47648061224488510000 
PXR_Agonist; 0.6464787664033572; 0.6173907075698345; 0.5595602107865689; 0.5595686678378746; 0.6567727248089263; 0.6004356165274223; 0.6627495369417743; 0.6284140061791862; 0.6561230129059614; 0.602865882761317;0.61903591327222227000 
8.5-9.0
ACM1_Agonist; 0.8761938775510113; 0.6131224489795739; 0.734612244897929;; 0.8205714285713925; 0.72959787711781;; 0.7241734693877155; 0.801877551020389; 0.8138979591836456;0 
ADA2B_Antagonist; 0.7277551020407897; 0.663826530612203; 0.802071428571416; 0.776571428571415; 0.6876938775509885; 0.502306122448969; 0.6837346938775187; 0.6822346938775034; 0.7654897959183261; 0.7484081632652742;0.70400918367344036000 
ADA2C_Antagonist; 0.7284897959183262; 0.684091836734664; 0.6296734693877442; 0.660448979591814; 0.6412653061224092; 0.5873265306122349; 0.6501428571428123; 0.750683673469383; 0.6154591836734596; 0.7047551020407717;0.66523367346936191000 
CHK1; 0.6103677221654762; 0.6756436452799309; 0.6114230298080904; 0.5491729630386027; 0.563658636178024; 0.6748161764705985; 0.5354311401716365; 0.527015717493372; 0.5856676194365076; 0.5995100040833087;0.59327066541255475000 
9.0-9.5
5HT1F_Agonist; 0.8344489795918278; 0.8416326530612186; 0.699336734693816; 0.7434285714285167; 0.7712142857142529; 0.8053877551020129; 0.7440102040815858; 0.7760612244897507; 0.7528571428571111; 0.7179489795918201;0.76863265306119126000 
DRD1_Antagonist; 0.7336122448979332; 0.70812244897954; 0.7899999999999807; 0.7052551020407805; 0.6855510204081126; 0.642377551020401; 0.7792244897958992; 0.7049897959183544; 0.6553877551020456; 0.6606428571428296;0.70651632653058768000 
DRD2_Agonist; 0.7230612244897624; 0.7560918367346575; 0.6134285714285732; 0.7659591836734277; 0.7731938775509828; 0.7408877551020099; 0.824642857142832; 0.8040714285714102; 0.6925408163264982; 0.73034693877548;0.74242244897956339000 
LSHR_Antagonist; 0.5416020408163447; 0.5529387755102175; 0.758734693877503; 0.6492755102040757; 0.6817142857142771; 0.7552040816326204; 0.6938571428571163; 0.5933163265306003; 0.7205918367346646; 0.3264591836734817;0.62736938775509013000 
OPRM_Agonist; 0.8345918367346781; 0.7566632653060891; 0.7430714285714053; 0.805540816326503; 0.7780204081632506; 0.7464795918367284; 0.6983571428570898; 0.8586734693877377; 0.8122040816326314; 0.8453673469387522;0.78789693877548656000 
9.8-1.0
DHFR; 0.7407639991468977; 0.8715229508413572; 0.8029477947795289; 0.7982608006132111; 0.7857501002808247; 0.7398204114120521; 0.6867064385411866; 0.687091687316939; 0.618762677484791; 0.7008595057841243;0.74324863662009126000 
MTR1A_Agonist; 0.8654897959183535; 0.9600612244897844; 0.9161938775509954; 0.8862551020407893; 0.9254795918367184; 0.916571428571416; 0.9261938775510052; 0.8979999999999867; 0.8639387755101804; 0.9183877551020385;0.90765714285712678000 
MTR1B_Agonist; 0.9627857142857131; 0.8412551020407879; 0.920908163265291; 0.7785510204081153; 0.9398979591836577; 0.8977346938775368; 0.9590714285714282; 0.8813163265306062; 0.9134999999999797; 0.9003061224489717;0.89953265306120876000 
P38; 0.7232113486842034; 0.8470685004414996; 0.7926999794365395; 0.8357304526749526; 0.8245007206094488; 0.7614759160147838; 0.7342213558588172; 0.7219126954076063; 0.6990964183329126; 0.7172257666186297;0.76571431540793935000 
V2R_Antagonist; 0.8571020408162946; 0.8986122448979549; 0.8026632653061009; 0.8155816326530265; 0.9201836734693859; 0.7940612244897596; 0.8966122448979424; 0.774336734693828; 0.8391734693877243; 0.8364489795917951;0.84347755102038122000 
