;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 8.0; 5.0; 10.0; 8.0; 6.0; 2.0; 6.0; 5.0; 6.0; 4.0;06.00000000000000000000 
5HT2C; 6.0; 6.0; 11.0; 6.0; 6.0; 9.0; 7.0; 6.0; 5.0; 5.0;06.70000000000000000000 
ADA2A; 4.0; 5.0; 4.0; 6.0; 7.0; 8.0; 5.0; 4.0; 7.0; 5.0;05.50000000000000000000 
CDK2;; 5.0;;;;;;; 1.9995934959349593; 4.998983739837398;0 
HDAC01; 4.0; 1.0; 0.0; 2.0; 3.0; 2.0; 1.0; 2.0; 2.0; 4.0;02.10000000000000000000 
PXR_Agonist; 11.569456427955133; 12.209699453551913; 6.306729939603106; 5.872709739633558; 9.462036238136324; 10.517687661777394; 9.99795081967213; 7.991803278688525; 8.414150129421914; 11.557592752372734;09.38998164408127310000 
8.5-9.0
ACM1_Agonist; 11.0; 6.0; 3.0;; 7.0; 3.9991869918699186;; 5.0; 8.0; 6.0;0 
ADA2B_Antagonist; 5.0; 8.0; 5.0; 6.0; 6.0; 2.0; 7.0; 5.0; 6.0; 11.0;06.10000000000000000000 
ADA2C_Antagonist; 8.0; 5.0; 7.0; 6.0; 6.0; 5.0; 5.0; 7.0; 5.0; 4.0;05.80000000000000000000 
CHK1; 1.9979674796747968; 3.995121951219512; 1.9991869918699188; 2.998170731707317; 0.9995934959349594; 4.995934959349594; 1.997560975609756; 2.9993902439024387; 1.9991869918699188; 2.9987804878048783;02.69808943089430898000 
9.0-9.5
5HT1F_Agonist; 7.0; 8.0; 9.0; 6.0; 8.0; 8.0; 7.0; 11.0; 9.0; 8.0;08.10000000000000000000 
DRD1_Antagonist; 10.0; 9.0; 7.0; 8.0; 5.0; 6.0; 5.0; 8.0; 9.0; 7.0;07.40000000000000000000 
DRD2_Agonist; 10.0; 12.0; 1.0; 4.0; 11.0; 8.0; 7.0; 10.0; 7.0; 6.0;07.60000000000000000000 
LSHR_Antagonist; 9.0; 9.0; 9.0; 11.0; 10.0; 12.0; 10.0; 7.0; 8.0; 2.0;08.70000000000000000000 
OPRM_Agonist; 11.0; 14.0; 7.0; 9.0; 9.0; 10.0; 9.0; 10.0; 13.0; 12.0;010.40000000000000000000 
9.8-1.0
DHFR; 8.385338345864662; 11.764705882352942; 6.975; 14.079831932773109; 9.977578475336323; 6.644444444444444; 7.967857142857143; 7.052492745977315; 8.993946188340807; 5.536954365079365;08.73781495230261100000 
MTR1A_Agonist; 10.0; 6.0; 10.0; 10.0; 11.0; 6.0; 9.0; 7.0; 12.0; 9.0;09.00000000000000000000 
MTR1B_Agonist; 5.0; 9.0; 8.0; 8.0; 12.0; 12.0; 12.0; 10.0; 8.0; 13.0;09.70000000000000000000 
P38; 9.96734693877551; 9.411764705882353; 8.96877551020408; 10.0; 8.994467213114755; 9.995901639344263; 9.47174288179465; 12.59033297529538; 9.411764705882353; 9.993852459016393;09.88059490293097370000 
V2R_Antagonist; 11.0; 11.0; 11.0; 11.0; 11.0; 9.0; 9.0; 11.0; 15.0; 13.0;011.20000000000000000000 
