;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 9.84; 29.52; 14.76; 14.76; 29.52; 9.84; 19.68; 14.76; 19.68; 4.92;016.72800000000000000000 
5HT2C; 14.76; 34.44; 44.28; 34.44; 14.76; 19.68; 24.6; 14.76; 4.92; 9.84;021.64800000000000000000 
ADA2A; 4.92; 24.6; 9.84; 14.76; 39.36; 19.68; 0.0; 14.76; 29.52; 19.68;017.71200000000000000000 
CDK2;; 4.92;;;;;;; 9.838; 9.838;0 
HDAC01; 0.0; 0.0; 4.92; 0.0; 0.0; 4.92; 4.92; 4.92; 4.92; 4.92;02.95200000000000000000 
PXR_Agonist; 15.712137486573576; 27.63605442176871; 5.234156820622986; 5.84873949579832; 31.41138560687433; 20.949516648764767; 19.914285714285715; 24.872448979591837; 10.474758324382384; 15.696025778732546;017.77495092773951710000 
8.5-9.0
ACM1_Agonist; 29.52; 19.68; 14.76;; 49.2; 14.757;; 39.36; 29.52; 34.44;0 
ADA2B_Antagonist; 14.76; 14.76; 24.6; 24.6; 24.6; 4.92; 14.76; 9.84; 29.52; 29.52;019.18800000000000000000 
ADA2C_Antagonist; 19.68; 14.76; 24.6; 9.84; 19.68; 14.76; 9.84; 14.76; 9.84; 19.68;015.74400000000000000000 
CHK1; 4.915; 14.741999999999999; 4.918; 4.917; 0.0; 9.831999999999999; 4.914; 4.919; 0.0; 4.918;05.40749999999999980000 
9.0-9.5
5HT1F_Agonist; 19.68; 19.68; 19.68; 29.52; 24.6; 39.36; 39.36; 39.36; 29.52; 34.44;029.52000000000000000000 
DRD1_Antagonist; 34.44; 29.52; 29.52; 19.68; 19.68; 19.68; 9.84; 14.76; 34.44; 24.6;023.61600000000000000000 
DRD2_Agonist; 24.6; 44.28; 4.92; 24.6; 44.28; 14.76; 39.36; 29.52; 14.76; 24.6;026.56800000000000000000 
LSHR_Antagonist; 14.76; 29.52; 34.44; 24.6; 29.52; 34.44; 14.76; 24.6; 19.68; 4.92;023.12400000000000000000 
OPRM_Agonist; 34.44; 24.6; 24.6; 24.6; 34.44; 39.36; 29.52; 34.44; 34.44; 34.44;031.48800000000000000000 
9.8-1.0
DHFR; 5.2175438596491235; 29.15032679738562; 14.88; 11.681045751633988; 16.48148148148148; 16.61111111111111; 0.0; 11.64967320261438; 9.904444444444445; 22.049382716049383;013.76250093643695295000 
MTR1A_Agonist; 54.120000000000005; 59.04; 49.2; 59.04; 49.2; 44.28; 54.120000000000005; 49.2; 44.28; 49.2;051.16800000000000100000 
MTR1B_Agonist; 44.28; 39.36; 34.44; 34.44; 59.04; 49.2; 49.2; 59.04; 59.04; 54.120000000000005;048.21600000000000050000 
P38; 29.90204081632653; 41.008403361344534; 24.913265306122447; 29.877551020408163; 39.81224489795918; 19.910204081632653; 36.68421052631579; 31.475832438238452; 17.575030012004802; 33.176870748299315;030.43356532086518660000 
V2R_Antagonist; 49.2; 29.52; 34.44; 39.36; 44.28; 34.44; 54.120000000000005; 34.44; 49.2; 54.120000000000005;042.31200000000000100000 
