;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 14.76; 19.68; 19.68; 14.76; 19.68; 9.84; 14.76; 14.76; 19.68; 4.92;015.25200000000000000000 
5HT2C; 19.68; 24.6; 39.36; 14.76; 14.76; 24.6; 19.68; 24.6; 4.92; 9.84;019.68000000000000000000 
ADA2A; 14.76; 14.76; 9.84; 14.76; 19.68; 24.6; 9.84; 4.92; 24.6; 0.0;013.77600000000000000000 
CDK2;; 0.0;;;;;;; 9.838; 0.0;0 
HDAC01; 4.92; 0.0; 0.0; 0.0; 0.0; 4.92; 0.0; 0.0; 0.0; 4.92;01.47600000000000000000 
PXR_Agonist; 41.899033297529535; 49.744897959183675; 20.936627282491944; 17.546218487394956; 31.41138560687433; 36.661654135338345; 24.892857142857142; 24.872448979591837; 36.661654135338345; 26.160042964554243;031.07868199911543520000 
8.5-9.0
ACM1_Agonist; 19.68; 24.6; 4.92;; 24.6; 9.838;; 14.76; 14.76; 24.6;0 
ADA2B_Antagonist; 9.84; 34.44; 24.6; 24.6; 19.68; 0.0; 14.76; 19.68; 24.6; 34.44;020.66400000000000000000 
ADA2C_Antagonist; 24.6; 19.68; 14.76; 14.76; 19.68; 14.76; 14.76; 24.6; 14.76; 14.76;017.71200000000000000000 
CHK1; 4.915; 9.828; 4.918; 0.0; 0.0; 4.9159999999999995; 4.914; 0.0; 0.0; 9.836;03.93269999999999995000 
9.0-9.5
5HT1F_Agonist; 19.68; 14.76; 19.68; 24.6; 29.52; 29.52; 19.68; 24.6; 14.76; 24.6;022.14000000000000000000 
DRD1_Antagonist; 34.44; 24.6; 19.68; 14.76; 9.84; 19.68; 14.76; 24.6; 24.6; 29.52;021.64800000000000000000 
DRD2_Agonist; 24.6; 39.36; 4.92; 9.84; 24.6; 19.68; 24.6; 39.36; 14.76; 24.6;022.63200000000000000000 
LSHR_Antagonist; 19.68; 34.44; 39.36; 39.36; 29.52; 44.28; 34.44; 34.44; 19.68; 4.92;030.01200000000000000000 
OPRM_Agonist; 29.52; 29.52; 29.52; 29.52; 19.68; 24.6; 24.6; 34.44; 39.36; 34.44;029.52000000000000000000 
9.8-1.0
DHFR; 5.2175438596491235; 34.98039215686274; 4.96; 23.362091503267976; 32.96296296296296; 11.074074074074074; 19.83111111111111; 23.29934640522876; 24.761111111111113; 16.537037037037038;019.69856702213048945000 
MTR1A_Agonist; 29.52; 9.84; 24.6; 29.52; 24.6; 19.68; 14.76; 29.52; 34.44; 24.6;024.10800000000000000000 
MTR1B_Agonist; 14.76; 29.52; 14.76; 19.68; 39.36; 39.36; 39.36; 34.44; 29.52; 49.2;030.99600000000000000000 
P38; 34.885714285714286; 29.291716686674672; 14.94795918367347; 34.857142857142854; 19.90612244897959; 34.84285714285714; 26.20300751879699; 31.475832438238452; 17.575030012004802; 38.7063492063492;028.26917317804314560000 
V2R_Antagonist; 24.6; 29.52; 29.52; 44.28; 39.36; 29.52; 24.6; 34.44; 49.2; 44.28;034.93200000000000000000 
