;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 4.92; 29.52; 29.52; 29.52; 29.52; 14.76; 14.76; 9.84; 14.76; 14.76;019.18800000000000000000 
5HT2C; 24.6; 34.44; 44.28; 24.6; 19.68; 19.68; 34.44; 29.52; 9.84; 14.76;025.58400000000000000000 
ADA2A; 9.84; 24.6; 9.84; 24.6; 34.44; 29.52; 9.84; 4.92; 29.52; 14.76;019.18800000000000000000 
CDK2;; 4.92;;;;;;; 9.838; 9.838;0 
HDAC01; 0.0; 0.0; 0.0; 0.0; 4.92; 0.0; 0.0; 4.92; 9.84; 14.76;03.44400000000000000000 
PXR_Agonist; 31.424274973147153; 38.69047619047619; 26.17078410311493; 11.69747899159664; 26.176154672395274; 20.949516648764767; 19.914285714285715; 29.846938775510203; 20.949516648764767; 10.464017185821698;023.62834439038773370000 
8.5-9.0
ACM1_Agonist; 39.36; 34.44; 14.76;; 44.28; 24.595;; 39.36; 39.36; 59.04;0 
ADA2B_Antagonist; 14.76; 19.68; 34.44; 29.52; 14.76; 4.92; 14.76; 19.68; 34.44; 44.28;023.12400000000000000000 
ADA2C_Antagonist; 24.6; 19.68; 24.6; 19.68; 9.84; 19.68; 19.68; 19.68; 19.68; 9.84;018.69600000000000000000 
CHK1; 14.745; 14.741999999999999; 4.918; 0.0; 4.918; 9.831999999999999; 0.0; 4.919; 0.0; 0.0;05.40739999999999980000 
9.0-9.5
5HT1F_Agonist; 29.52; 29.52; 34.44; 34.44; 39.36; 44.28; 34.44; 44.28; 29.52; 39.36;035.91600000000000000000 
DRD1_Antagonist; 44.28; 29.52; 29.52; 29.52; 24.6; 24.6; 24.6; 24.6; 44.28; 39.36;031.48800000000000000000 
DRD2_Agonist; 34.44; 49.2; 4.92; 34.44; 34.44; 29.52; 44.28; 39.36; 29.52; 19.68;031.98000000000000000000 
LSHR_Antagonist; 29.52; 34.44; 49.2; 34.44; 29.52; 49.2; 14.76; 34.44; 29.52; 9.84;031.48800000000000000000 
OPRM_Agonist; 39.36; 24.6; 34.44; 34.44; 39.36; 39.36; 29.52; 39.36; 34.44; 49.2;036.40800000000000000000 
9.8-1.0
DHFR; 20.870175438596494; 17.49019607843137; 24.8; 17.521568627450982; 27.469135802469136; 5.537037037037037; 24.788888888888888; 23.29934640522876; 14.856666666666666; 22.049382716049383;019.86823976608187160000 
MTR1A_Agonist; 44.28; 44.28; 44.28; 44.28; 44.28; 54.120000000000005; 24.6; 49.2; 49.2; 44.28;044.28000000000000050000 
MTR1B_Agonist; 34.44; 49.2; 39.36; 24.6; 59.04; 44.28; 39.36; 49.2; 49.2; 49.2;043.78800000000000000000 
P38; 34.885714285714286; 23.433373349339735; 34.878571428571426; 44.816326530612244; 34.83571428571428; 24.887755102040817; 31.44360902255639; 26.22986036519871; 23.433373349339735; 33.176870748299315;031.20211684673869380000 
V2R_Antagonist; 44.28; 59.04; 49.2; 39.36; 63.96; 39.36; 49.2; 39.36; 63.96; 54.120000000000005;050.18400000000000050000 
