;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 3.0; 6.0; 5.0; 3.0; 6.0; 3.0; 5.0; 3.0; 4.0; 2.0;04.00000000000000000000 
5HT2C; 3.0; 7.0; 9.0; 7.0; 8.0; 4.0; 6.0; 8.0; 3.0; 7.0;06.20000000000000000000 
ADA2A; 2.0; 8.0; 2.0; 6.0; 10.0; 8.0; 4.0; 4.0; 7.0; 6.0;05.70000000000000000000 
CDK2;; 2.0;;;;;;; 1.9995934959349593; 2.9993902439024387;0 
HDAC01; 0.0; 0.0; 1.0; 0.0; 0.0; 1.0; 1.0; 2.0; 1.0; 1.0;0.70000000000000000000 
PXR_Agonist; 5.258843830888697; 5.549863387978142; 2.1022433132010354; 4.6981677917068465; 6.30802415875755; 5.258843830888697; 4.998975409836065; 4.994877049180328; 3.155306298533218; 3.1520707506471095;04.54772158216176884000 
8.5-9.0
ACM1_Agonist; 11.0; 4.0; 6.0;; 10.0; 6.998577235772357;; 8.0; 9.0; 11.0;0 
ADA2B_Antagonist; 5.0; 4.0; 8.0; 8.0; 6.0; 2.0; 5.0; 6.0; 8.0; 10.0;06.20000000000000000000 
ADA2C_Antagonist; 6.0; 7.0; 6.0; 2.0; 5.0; 5.0; 6.0; 6.0; 4.0; 7.0;05.40000000000000000000 
CHK1; 3.9959349593495936; 5.992682926829269; 0.9995934959349594; 4.996951219512195; 1.9991869918699188; 3.996747967479675; 1.997560975609756; 0.9997967479674796; 1.9991869918699188; 1.9991869918699188;02.89768292682926840000 
9.0-9.5
5HT1F_Agonist; 8.0; 7.0; 5.0; 7.0; 8.0; 9.0; 9.0; 11.0; 9.0; 8.0;08.10000000000000000000 
DRD1_Antagonist; 9.0; 10.0; 7.0; 4.0; 6.0; 6.0; 4.0; 4.0; 7.0; 5.0;06.20000000000000000000 
DRD2_Agonist; 8.0; 10.0; 2.0; 8.0; 10.0; 7.0; 9.0; 9.0; 8.0; 9.0;08.00000000000000000000 
LSHR_Antagonist; 4.0; 6.0; 9.0; 6.0; 8.0; 10.0; 7.0; 6.0; 7.0; 3.0;06.60000000000000000000 
OPRM_Agonist; 8.0; 8.0; 6.0; 7.0; 10.0; 10.0; 7.0; 12.0; 9.0; 10.0;08.70000000000000000000 
9.8-1.0
DHFR; 6.289003759398496; 7.0588235294117645; 6.975; 7.0399159663865545; 5.543099152964624; 5.537037037037037; 2.9879464285714286; 4.701661830651543; 2.9979820627802694; 8.859126984126984;05.79895967513287010000 
MTR1A_Agonist; 12.0; 17.0; 15.0; 12.0; 13.0; 12.0; 14.0; 13.0; 14.0; 13.0;013.50000000000000000000 
MTR1B_Agonist; 16.0; 11.0; 12.0; 10.0; 16.0; 13.0; 14.0; 13.0; 14.0; 13.0;013.20000000000000000000 
P38; 8.970612244897959; 9.411764705882353; 7.972244897959183; 10.0; 9.993852459016393; 9.995901639344263; 7.366911130284728; 8.393555316863587; 8.235294117647058; 8.883424408014571;08.92235609199100950000 
V2R_Antagonist; 14.0; 12.0; 10.0; 10.0; 12.0; 9.0; 13.0; 11.0; 12.0; 16.0;011.90000000000000000000 
