;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 12.0; 10.0; 12.0; 9.0; 6.0; 7.0; 11.0; 7.0; 10.0; 8.0;09.20000000000000000000 
5HT2C; 10.0; 11.0; 12.0; 10.0; 11.0; 15.0; 9.0; 11.0; 9.0; 9.0;010.70000000000000000000 
ADA2A; 8.0; 10.0; 12.0; 11.0; 12.0; 11.0; 6.0; 11.0; 11.0; 8.0;010.00000000000000000000 
CDK2; 10.0; 10.0; 9.0; 11.997560975609755; 8.0; 8.0; 11.0; 9.0; 13.997154471544714; 13.997154471544714;010.49918699186991830000 
HDAC01; 10.0; 12.0; 12.0; 13.0; 6.0; 10.0; 10.0; 7.0; 10.0; 14.0;010.40000000000000000000 
PXR_Agonist; 17.88006902502157; 17.759562841530055; 17.8690681622088; 12.919961427193828; 15.770060396893873; 18.93183779119931; 17.996311475409836; 14.984631147540984; 15.776531492666091; 17.861734253666956;016.77497680133313030000 
8.5-9.0
ACM1_Agonist; 12.0; 11.0; 6.0; 11.0; 12.0; 9.997967479674797; 12.0; 12.0; 8.0; 12.0;010.59979674796747970000 
ADA2B_Antagonist; 13.0; 13.0; 14.0; 13.0; 11.0; 6.0; 8.0; 6.0; 10.0; 14.0;010.80000000000000000000 
ADA2C_Antagonist; 11.0; 9.0; 7.0; 11.0; 4.0; 10.0; 11.0; 13.0; 9.0; 9.0;09.40000000000000000000 
CHK1; 15.983739837398375; 17.978048780487804; 14.99390243902439; 16.989634146341466; 14.99390243902439; 13.988617886178861; 12.984146341463415; 15.996747967479674; 15.99349593495935; 14.99390243902439;015.48961382113821150000 
9.0-9.5
5HT1F_Agonist; 17.0; 16.0; 15.0; 17.0; 13.0; 13.0; 14.0; 13.0; 16.0; 15.0;014.90000000000000000000 
DRD1_Antagonist; 12.0; 8.0; 12.0; 8.0; 13.0; 7.0; 10.0; 13.0; 11.0; 10.0;010.40000000000000000000 
DRD2_Agonist; 11.0; 16.0; 10.0; 13.0; 15.0; 15.0; 13.0; 13.0; 14.0; 16.0;013.60000000000000000000 
LSHR_Antagonist; 17.0; 18.0; 16.0; 18.0; 17.0; 18.0; 17.0; 17.0; 16.0; 15.0;016.90000000000000000000 
OPRM_Agonist; 14.0; 13.0; 14.0; 14.0; 14.0; 14.0; 14.0; 14.0; 15.0; 17.0;014.30000000000000000000 
9.8-1.0
DHFR; 16.770676691729324; 20.0; 17.935714285714287; 16.426470588235293; 17.737917289486795; 17.71851851851852; 17.927678571428572; 16.455816407280402; 18.987219730941703; 18.825644841269842;017.87856569246047380000 
MTR1A_Agonist; 15.0; 18.0; 17.0; 19.0; 17.0; 14.0; 17.0; 18.0; 16.0; 19.0;017.00000000000000000000 
MTR1B_Agonist; 17.0; 16.0; 17.0; 11.0; 14.0; 15.0; 20.0; 16.0; 17.0; 17.0;016.00000000000000000000 
P38; 19.93469387755102; 20.0; 18.93408163265306; 20.0; 17.98893442622951; 19.991803278688526; 19.995901639344265; 18.88549946294307; 20.0; 19.987704918032787;019.57186192354422380000 
V2R_Antagonist; 19.0; 19.0; 20.0; 19.0; 20.0; 18.0; 20.0; 19.0; 20.0; 20.0;019.40000000000000000000 
