;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 49.2; 39.36; 59.04; 24.6; 29.52; 19.68; 24.6; 34.44; 29.52; 29.52;033.94800000000000000000 
5HT2C; 44.28; 44.28; 19.68; 24.6; 34.44; 54.120000000000005; 39.36; 44.28; 14.76; 39.36;035.91600000000000050000 
ADA2A; 19.68; 39.36; 19.68; 44.28; 44.28; 24.6; 24.6; 34.44; 39.36; 34.44;032.47200000000000000000 
CDK2; 39.36; 29.52; 29.52; 34.433; 19.68; 24.6; 34.44; 29.52; 44.271; 49.19;033.45340000000000000000 
HDAC01; 19.68; 29.52; 49.2; 29.52; 14.76; 34.44; 24.6; 9.84; 29.52; 44.28;028.53600000000000000000 
PXR_Agonist; 78.5606874328679; 82.90816326530611; 73.2781954887218; 58.4873949579832; 78.52846401718583; 89.03544575725027; 69.7; 74.61734693877551; 78.5606874328679; 78.48012889366272;076.21565141846212400000 
8.5-9.0
ACM1_Agonist; 59.04; 34.44; 14.76; 39.36; 24.6; 29.514; 24.6; 39.36; 14.76; 54.120000000000005;033.45540000000000050000 
ADA2B_Antagonist; 49.2; 49.2; 54.120000000000005; 39.36; 34.44; 24.6; 24.6; 19.68; 29.52; 59.04;038.37600000000000050000 
ADA2C_Antagonist; 29.52; 29.52; 24.6; 44.28; 9.84; 29.52; 44.28; 54.120000000000005; 24.6; 39.36;032.96400000000000050000 
CHK1; 58.98; 73.71000000000001; 73.77000000000001; 73.755; 63.934000000000005; 58.992; 44.226; 63.947; 68.852; 73.77000000000001;065.39360000000000350000 
9.0-9.5
5HT1F_Agonist; 63.96; 68.88; 59.04; 68.88; 34.44; 54.120000000000005; 44.28; 59.04; 63.96; 49.2;056.58000000000000050000 
DRD1_Antagonist; 44.28; 34.44; 49.2; 24.6; 44.28; 29.52; 29.52; 63.96; 24.6; 39.36;038.37600000000000000000 
DRD2_Agonist; 49.2; 63.96; 49.2; 59.04; 59.04; 63.96; 44.28; 49.2; 54.120000000000005; 63.96;055.59600000000000050000 
LSHR_Antagonist; 63.96; 59.04; 78.72; 73.8; 73.8; 88.56; 68.88; 59.04; 63.96; 39.36;066.91200000000000000000 
OPRM_Agonist; 44.28; 39.36; 44.28; 54.120000000000005; 63.96; 44.28; 49.2; 68.88; 49.2; 68.88;052.64400000000000050000 
9.8-1.0
DHFR; 78.26315789473684; 99.11111111111111; 84.32000000000001; 75.92679738562092; 82.4074074074074; 88.5925925925926; 84.28222222222222; 75.72287581699345; 94.09222222222222; 93.70987654320987;085.64282631961166400000 
MTR1A_Agonist; 54.120000000000005; 83.64; 83.64; 83.64; 83.64; 63.96; 78.72; 83.64; 68.88; 78.72;076.26000000000000050000 
MTR1B_Agonist; 78.72; 68.88; 78.72; 54.120000000000005; 68.88; 63.96; 93.47999999999999; 73.8; 83.64; 78.72;074.29199999999999950000 
P38; 89.70612244897958; 93.73349339735894; 94.67040816326531; 99.59183673469389; 84.60102040816327; 94.5734693877551; 94.33082706766918; 73.44360902255639; 93.73349339735894; 99.53061224489797;091.79148922726985700000 
V2R_Antagonist; 93.47999999999999; 88.56; 98.4; 88.56; 98.4; 88.56; 98.4; 93.47999999999999; 98.4; 93.47999999999999;093.97199999999999700000 
