;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 88.56; 78.72; 108.24000000000001; 49.2; 59.04; 39.36; 49.2; 68.88; 59.04; 49.2;064.94400000000000100000 
5HT2C; 68.88; 78.72; 39.36; 49.2; 49.2; 78.72; 68.88; 78.72; 9.84; 78.72;060.02400000000000000000 
ADA2A; 19.68; 78.72; 29.52; 88.56; 78.72; 39.36; 49.2; 49.2; 78.72; 68.88;058.05600000000000000000 
CDK2; 59.04; 59.04; 49.2; 59.028; 29.52; 49.2; 59.04; 49.2; 78.704; 68.866;056.08380000000000000000 
HDAC01; 39.36; 29.52; 78.72; 29.52; 9.84; 49.2; 49.2; 19.68; 49.2; 68.88;042.31200000000000000000 
PXR_Agonist; 153.97894736842105; 151.66666666666666; 123.10736842105263; 103.17176470588235; 143.65473684210528; 174.50947368421052; 136.612; 136.5; 123.18315789473684; 143.5663157894737;0138.99504313725490300000 
8.5-9.0
ACM1_Agonist; 59.04; 59.04; 29.52; 78.72; 39.36; 59.028; 39.36; 59.04; 29.52; 98.4;055.10280000000000000000 
ADA2B_Antagonist; 39.36; 88.56; 108.24000000000001; 59.04; 68.88; 49.2; 39.36; 29.52; 59.04; 108.24000000000001;064.94400000000000200000 
ADA2C_Antagonist; 59.04; 29.52; 49.2; 68.88; 19.68; 59.04; 88.56; 98.4; 29.52; 68.88;057.07200000000000000000 
CHK1; 88.47; 117.93599999999999; 108.196; 127.84200000000001; 137.704; 117.984; 88.452; 108.218; 88.524; 127.86800000000001;0111.11940000000000100000 
9.0-9.5
5HT1F_Agonist; 108.24000000000001; 118.08; 98.4; 118.08; 68.88; 118.08; 68.88; 118.08; 98.4; 98.4;0101.35200000000000100000 
DRD1_Antagonist; 78.72; 68.88; 78.72; 39.36; 59.04; 29.52; 59.04; 108.24000000000001; 49.2; 68.88;063.96000000000000100000 
DRD2_Agonist; 98.4; 88.56; 88.56; 98.4; 108.24000000000001; 108.24000000000001; 88.56; 98.4; 98.4; 108.24000000000001;098.40000000000000300000 
LSHR_Antagonist; 127.92; 78.72; 137.76; 137.76; 137.76; 147.6; 118.08; 98.4; 108.24000000000001; 68.88;0116.11200000000000100000 
OPRM_Agonist; 49.2; 78.72; 59.04; 98.4; 118.08; 59.04; 68.88; 118.08; 98.4; 88.56;083.64000000000000000000 
9.8-1.0
DHFR; 153.12356979405035; 136.87979539641944; 116.45217391304348; 148.55242966751916; 150.4830917874396; 140.83333333333334; 145.5; 136.75703324808185; 135.6478260869565; 140.20531400966183;0140.44345672365055500000 
MTR1A_Agonist; 108.24000000000001; 127.92; 137.76; 157.44; 167.28; 108.24000000000001; 157.44; 147.6; 118.08; 147.6;0137.76000000000000200000 
MTR1B_Agonist; 147.6; 108.24000000000001; 147.6; 98.4; 127.92; 127.92; 167.28; 157.44; 147.6; 137.76;0136.77600000000000100000 
P38; 146.52; 160.75294117647059; 166.022; 175.68; 156.06400000000002; 185.364; 154.07368421052632; 133.66736842105263; 149.2705882352941; 184.24222222222224;0161.16568042655659000000 
V2R_Antagonist; 177.12; 167.28; 196.8; 177.12; 196.8; 177.12; 177.12; 177.12; 196.8; 177.12;0182.04000000000000000000 
