;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 11.0; 9.0; 12.0; 8.0; 8.0; 6.0; 7.0; 9.0; 8.0; 8.0;08.60000000000000000000 
5HT2C; 12.0; 10.0; 7.0; 8.0; 7.0; 13.0; 9.0; 8.0; 6.0; 8.0;08.80000000000000000000 
ADA2A; 7.0; 9.0; 6.0; 9.0; 9.0; 12.0; 3.0; 6.0; 7.0; 7.0;07.50000000000000000000 
CDK2; 5.0; 8.0; 7.0; 6.998577235772357; 5.0; 6.0; 7.0; 6.0; 8.998170731707317; 10.997764227642277;07.09945121951219510000 
HDAC01; 6.0; 6.0; 8.0; 8.0; 4.0; 7.0; 8.0; 4.0; 7.0; 9.0;06.70000000000000000000 
PXR_Agonist; 14.72476272648835; 14.42964480874317; 11.562338222605694; 10.570877531340404; 14.718723037100949; 18.93183779119931; 16.996516393442626; 11.987704918032787; 13.672993960310613; 13.65897325280414;014.12543726420680430000 
8.5-9.0
ACM1_Agonist; 11.0; 6.0; 3.0; 11.0; 10.0; 6.998577235772357; 7.0; 6.0; 11.0; 9.0;08.09985772357723570000 
ADA2B_Antagonist; 12.0; 11.0; 11.0; 6.0; 8.0; 7.0; 7.0; 8.0; 9.0; 12.0;09.10000000000000000000 
ADA2C_Antagonist; 8.0; 7.0; 7.0; 13.0; 6.0; 9.0; 10.0; 11.0; 7.0; 6.0;08.40000000000000000000 
CHK1; 6.992886178861788; 12.984146341463415; 9.995934959349594; 12.992073170731706; 11.995121951219513; 9.991869918699187; 8.989024390243902; 13.997154471544714; 7.996747967479675; 12.994715447154471;010.89296747967479650000 
9.0-9.5
5HT1F_Agonist; 13.0; 15.0; 12.0; 13.0; 10.0; 12.0; 10.0; 14.0; 14.0; 11.0;012.40000000000000000000 
DRD1_Antagonist; 11.0; 9.0; 10.0; 11.0; 10.0; 5.0; 13.0; 13.0; 7.0; 10.0;09.90000000000000000000 
DRD2_Agonist; 12.0; 12.0; 9.0; 9.0; 12.0; 11.0; 13.0; 12.0; 12.0; 12.0;011.40000000000000000000 
LSHR_Antagonist; 14.0; 11.0; 16.0; 17.0; 13.0; 16.0; 14.0; 12.0; 12.0; 9.0;013.40000000000000000000 
OPRM_Agonist; 14.0; 12.0; 12.0; 11.0; 12.0; 13.0; 14.0; 15.0; 12.0; 15.0;013.00000000000000000000 
9.8-1.0
DHFR; 17.818843984962406; 20.0; 18.932142857142857; 18.77310924369748; 16.629297458893873; 19.933333333333334; 17.927678571428572; 14.10498549195463; 18.987219730941703; 19.93303571428571;018.30396463866405650000 
MTR1A_Agonist; 14.0; 18.0; 18.0; 19.0; 19.0; 17.0; 18.0; 20.0; 14.0; 18.0;017.50000000000000000000 
MTR1B_Agonist; 17.0; 15.0; 18.0; 14.0; 15.0; 17.0; 19.0; 16.0; 18.0; 16.0;016.50000000000000000000 
P38; 14.951020408163265; 18.823529411764707; 17.93755102040816; 19.0; 17.98893442622951; 18.9922131147541; 18.9434857635893; 15.737916219119226; 18.823529411764707; 19.987704918032787;018.11858846938257620000 
V2R_Antagonist; 17.0; 16.0; 19.0; 16.0; 18.0; 18.0; 18.0; 18.0; 18.0; 16.0;017.40000000000000000000 
