;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 88.56; 29.52; 88.56; 59.04; 49.2; 49.2; 78.72; 49.2; 68.88; 49.2;061.00800000000000000000 
5HT2C; 88.56; 88.56; 78.72; 68.88; 29.52; 108.24000000000001; 59.04; 68.88; 59.04; 68.88;071.83200000000000100000 
ADA2A; 59.04; 78.72; 39.36; 78.72; 127.92; 59.04; 49.2; 68.88; 78.72; 68.88;070.84800000000000000000 
CDK2; 68.88; 59.04; 49.2; 68.866; 39.36; 39.36; 78.72; 49.2; 88.542; 98.38;063.95480000000000000000 
HDAC01; 9.84; 49.2; 88.56; 59.04; 19.68; 59.04; 39.36; 19.68; 59.04; 78.72;048.21600000000000000000 
PXR_Agonist; 153.97894736842105; 140.83333333333334; 143.62526315789475; 91.70823529411764; 143.65473684210528; 133.44842105263157; 117.096; 107.25; 143.7136842105263; 123.05684210526316;0129.83654633642930900000 
8.5-9.0
ACM1_Agonist; 98.4; 39.36; 39.36; 59.04; 59.04; 59.028; 49.2; 88.56; 108.24000000000001; 78.72;067.89480000000000100000 
ADA2B_Antagonist; 68.88; 88.56; 118.08; 108.24000000000001; 88.56; 78.72; 29.52; 39.36; 108.24000000000001; 98.4;082.65600000000000200000 
ADA2C_Antagonist; 88.56; 108.24000000000001; 59.04; 88.56; 29.52; 78.72; 78.72; 108.24000000000001; 68.88; 78.72;078.72000000000000200000 
CHK1; 137.62; 147.42000000000002; 147.54000000000002; 147.51; 118.032; 127.816; 98.28; 127.894; 127.86800000000001; 108.196;0128.81760000000000500000 
9.0-9.5
5HT1F_Agonist; 88.56; 78.72; 68.88; 137.76; 59.04; 88.56; 88.56; 127.92; 88.56; 78.72;090.52800000000000000000 
DRD1_Antagonist; 88.56; 68.88; 78.72; 88.56; 118.08; 39.36; 78.72; 108.24000000000001; 78.72; 98.4;084.62400000000000100000 
DRD2_Agonist; 108.24000000000001; 127.92; 88.56; 108.24000000000001; 118.08; 88.56; 98.4; 88.56; 78.72; 88.56;099.38400000000000200000 
LSHR_Antagonist; 118.08; 147.6; 137.76; 147.6; 157.44; 147.6; 137.76; 108.24000000000001; 127.92; 78.72;0130.87200000000000100000 
OPRM_Agonist; 118.08; 108.24000000000001; 118.08; 127.92; 137.76; 137.76; 118.08; 137.76; 118.08; 157.44;0127.92000000000000100000 
9.8-1.0
DHFR; 142.91533180778032; 171.0997442455243; 145.56521739130434; 137.1253196930946; 150.4830917874396; 151.66666666666666; 155.2; 148.153452685422; 164.71521739130435; 140.20531400966183;0150.71293556781980000000 
MTR1A_Agonist; 98.4; 157.44; 147.6; 167.28; 167.28; 108.24000000000001; 127.92; 137.76; 127.92; 127.92;0136.77600000000000100000 
MTR1B_Agonist; 127.92; 127.92; 147.6; 88.56; 118.08; 108.24000000000001; 147.6; 147.6; 137.76; 157.44;0130.87200000000000100000 
P38; 156.288; 172.23529411764707; 185.554; 185.44; 156.06400000000002; 185.364; 174.61684210526315; 164.51368421052632; 172.23529411764707; 184.24222222222224;0173.65533367733058700000 
V2R_Antagonist; 177.12; 157.44; 196.8; 177.12; 177.12; 177.12; 167.28; 167.28; 186.95999999999998; 167.28;0175.15199999999999800000 
