;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 39.36; 34.44; 39.36; 29.52; 24.6; 24.6; 14.76; 34.44; 29.52; 29.52;030.01200000000000000000 
5HT2C; 29.52; 29.52; 24.6; 29.52; 29.52; 49.2; 44.28; 34.44; 4.92; 29.52;030.50400000000000000000 
ADA2A; 14.76; 19.68; 4.92; 24.6; 14.76; 29.52; 14.76; 14.76; 34.44; 19.68;019.18800000000000000000 
CDK2; 19.68; 34.44; 19.68; 9.838; 24.6; 19.68; 24.6; 19.68; 39.352; 39.352;025.09020000000000000000 
HDAC01; 19.68; 9.84; 14.76; 29.52; 19.68; 24.6; 24.6; 14.76; 14.76; 24.6;019.68000000000000000000 
PXR_Agonist; 62.848549946294305; 71.85374149659863; 47.10741138560687; 46.78991596638656; 68.05800214822771; 68.0859291084855; 59.74285714285715; 44.77040816326531; 47.13641245972073; 57.55209452201933;057.39453223394620950000 
8.5-9.0
ACM1_Agonist; 29.52; 14.76; 9.84; 24.6; 24.6; 19.676; 14.76; 9.84; 34.44; 24.6;020.66360000000000000000 
ADA2B_Antagonist; 19.68; 29.52; 29.52; 19.68; 24.6; 14.76; 14.76; 19.68; 34.44; 49.2;025.58400000000000000000 
ADA2C_Antagonist; 29.52; 19.68; 29.52; 44.28; 19.68; 24.6; 34.44; 29.52; 14.76; 9.84;025.58400000000000000000 
CHK1; 24.575; 49.14; 34.426; 59.004; 39.344; 34.412; 39.312; 49.19; 14.754; 39.344;038.35010000000000000000 
9.0-9.5
5HT1F_Agonist; 44.28; 49.2; 29.52; 49.2; 29.52; 44.28; 34.44; 54.120000000000005; 44.28; 34.44;041.32800000000000050000 
DRD1_Antagonist; 19.68; 29.52; 24.6; 34.44; 29.52; 14.76; 34.44; 44.28; 9.84; 34.44;027.55200000000000000000 
DRD2_Agonist; 49.2; 44.28; 29.52; 29.52; 44.28; 44.28; 54.120000000000005; 44.28; 29.52; 19.68;038.86800000000000050000 
LSHR_Antagonist; 44.28; 39.36; 59.04; 73.8; 54.120000000000005; 63.96; 44.28; 39.36; 34.44; 29.52;048.21600000000000050000 
OPRM_Agonist; 34.44; 29.52; 34.44; 29.52; 29.52; 34.44; 39.36; 54.120000000000005; 39.36; 49.2;037.39200000000000050000 
9.8-1.0
DHFR; 83.48070175438598; 75.79084967320262; 69.44; 81.76732026143792; 76.91358024691357; 83.05555555555556; 74.36666666666666; 58.248366013071895; 74.28333333333333; 82.68518518518518;076.00315586897527150000 
MTR1A_Agonist; 39.36; 78.72; 78.72; 88.56; 83.64; 59.04; 73.8; 68.88; 63.96; 63.96;069.86400000000000000000 
MTR1B_Agonist; 73.8; 63.96; 68.88; 59.04; 68.88; 73.8; 73.8; 68.88; 68.88; 68.88;068.88000000000000000000 
P38; 69.77142857142857; 93.73349339735894; 79.72244897959183; 94.61224489795919; 84.60102040816327; 94.5734693877551; 83.84962406015038; 73.44360902255639; 76.15846338535414; 94.00113378684807;084.44669358971658800000 
V2R_Antagonist; 78.72; 73.8; 78.72; 68.88; 73.8; 68.88; 78.72; 73.8; 83.64; 68.88;074.78400000000000000000 
