;001;002;003;004;005;006;007;008;009;010; avg 
8.0-8.5
5HT2B; 12.0; 9.0; 14.0; 9.0; 5.0; 8.0; 12.0; 7.0; 12.0; 9.0;09.70000000000000000000 
5HT2C; 13.0; 10.0; 12.0; 10.0; 11.0; 14.0; 9.0; 13.0; 10.0; 10.0;011.20000000000000000000 
ADA2A; 11.0; 12.0; 12.0; 10.0; 14.0; 14.0; 6.0; 11.0; 11.0; 10.0;011.10000000000000000000 
CDK2; 13.0; 12.0; 7.0; 10.997764227642277; 10.0; 7.0; 11.0; 11.0; 11.997560975609755; 12.997357723577235;010.69926829268292670000 
HDAC01; 10.0; 13.0; 12.0; 13.0; 8.0; 11.0; 11.0; 5.0; 10.0; 13.0;010.60000000000000000000 
PXR_Agonist; 15.776531492666091; 16.649590163934427; 17.8690681622088; 12.919961427193828; 15.770060396893873; 16.82830025884383; 13.997131147540983; 13.985655737704917; 14.72476272648835; 16.81104400345125;015.53321055169263490000 
8.5-9.0
ACM1_Agonist; 12.0; 8.0; 10.0; 11.0; 14.0; 14.996951219512194; 10.0; 15.0; 15.0; 13.0;012.29969512195121940000 
ADA2B_Antagonist; 12.0; 13.0; 13.0; 16.0; 10.0; 9.0; 10.0; 11.0; 18.0; 15.0;012.70000000000000000000 
ADA2C_Antagonist; 10.0; 14.0; 7.0; 15.0; 8.0; 12.0; 11.0; 15.0; 11.0; 11.0;011.40000000000000000000 
CHK1; 15.983739837398375; 18.976829268292683; 14.99390243902439; 15.990243902439024; 14.99390243902439; 14.987804878048781; 14.98170731707317; 14.996951219512194; 13.99430894308943; 13.99430894308943;015.38936991869918670000 
9.0-9.5
5HT1F_Agonist; 16.0; 13.0; 14.0; 16.0; 13.0; 11.0; 17.0; 17.0; 14.0; 14.0;014.50000000000000000000 
DRD1_Antagonist; 12.0; 17.0; 13.0; 14.0; 14.0; 8.0; 14.0; 19.0; 14.0; 15.0;014.00000000000000000000 
DRD2_Agonist; 14.0; 16.0; 13.0; 16.0; 16.0; 11.0; 16.0; 14.0; 15.0; 17.0;014.80000000000000000000 
LSHR_Antagonist; 16.0; 18.0; 16.0; 17.0; 17.0; 17.0; 17.0; 14.0; 16.0; 16.0;016.40000000000000000000 
OPRM_Agonist; 15.0; 13.0; 18.0; 17.0; 16.0; 14.0; 17.0; 17.0; 16.0; 19.0;016.20000000000000000000 
9.8-1.0
DHFR; 19.91517857142857; 20.0; 18.932142857142857; 17.599789915966387; 19.955156950672645; 18.825925925925926; 18.923660714285713; 18.80664732260617; 18.987219730941703; 18.825644841269842;019.07713668302398130000 
MTR1A_Agonist; 13.0; 18.0; 16.0; 18.0; 19.0; 15.0; 17.0; 16.0; 15.0; 17.0;016.40000000000000000000 
MTR1B_Agonist; 15.0; 15.0; 16.0; 13.0; 16.0; 13.0; 18.0; 15.0; 17.0; 17.0;015.50000000000000000000 
P38; 19.93469387755102; 20.0; 18.93408163265306; 20.0; 18.988319672131148; 19.991803278688526; 18.9434857635893; 19.934693877551023; 20.0; 19.987704918032787;019.67147830201968640000 
V2R_Antagonist; 19.0; 20.0; 20.0; 20.0; 20.0; 18.0; 19.0; 19.0; 20.0; 19.0;019.40000000000000000000 
